Id,countryCode,stateName,StateCode
6972,SO/SOM,Gobolka Mudug,-
6973,SO/SOM,Gobolka Nugaal,-
6974,SO/SOM,Gobolka Sanaag,-
6975,SO/SOM,Gobolka Shabeellaha Hoose,-
6976,SO/SOM,Gobolka Sool,-
6977,SO/SOM,Gobolka Togdheer,-
6978,SO/SOM,Gobolka Woqooyi Galbeed,-
6979,SO/SOM,Lower Juba,-
6980,SO/SOM,Middle Juba,-
6981,SO/SOM,Middle Shabele,-
6982,SR/SUR,Distrikt Brokopondo,-
6983,SR/SUR,Distrikt Commewijne,-
6984,SR/SUR,Distrikt Coronie,-
6985,SR/SUR,Distrikt Marowijne,-
6986,SR/SUR,Distrikt Nickerie,-
6987,SR/SUR,Distrikt Para,-
6988,SR/SUR,Distrikt Paramaribo,-
6989,SR/SUR,Distrikt Saramacca,-
6990,SR/SUR,Distrikt Sipaliwini,-
6991,SR/SUR,Distrikt Wanica,-
6992,ST/STP,Príncipe,-
6993,ST/STP,São Tomé,-
6994,SV/SLV,Departamento de Ahuachapán,-
6995,SV/SLV,Departamento de Cabañas,-
6996,SV/SLV,Departamento de Chalatenango,-
6997,SV/SLV,Departamento de Cuscatlán,-
6998,SV/SLV,Departamento de La Libertad,-
6999,SV/SLV,Departamento de La Paz,-
7000,SV/SLV,Departamento de La Unión,-
7001,SV/SLV,Departamento de Morazán,-
7002,SV/SLV,Departamento de San Miguel,-
7003,SV/SLV,Departamento de San Salvador,-
7004,SV/SLV,Departamento de San Vicente,-
7005,SV/SLV,Departamento de Santa Ana,-
7006,SV/SLV,Departamento de Sonsonate,-
7007,SV/SLV,Departamento de Usulután,-
7008,SY/SYR,Aleppo,-
7009,SY/SYR,Al-Hasakah,-
7010,SY/SYR,Ar-Raqqah,-
7011,SY/SYR,As-Suwayda,-
7012,SY/SYR,Damascus City,-
7013,SY/SYR,Daraa,-
7014,SY/SYR,Deir ez-Zor,-
7015,SY/SYR,Hama Governorate,-
7016,SY/SYR,Homs,-
7017,SY/SYR,Idlib,-
7018,SY/SYR,Latakia,-
7019,SY/SYR,Quneitra,-
7020,SY/SYR,Rif-dimashq,-
7021,SY/SYR,Tartus,-
7022,SZ/SWZ,Hhohho District,-
7023,SZ/SWZ,Lubombo District,-
7024,SZ/SWZ,Manzini District,-
7025,SZ/SWZ,Shiselweni District,-
7026,TD/TCD,Préfecture du Batha,-
7027,TD/TCD,Préfecture du Biltine,-
7028,TD/TCD,Préfecture du Borkou-Ennedi-Tibesti,-
7029,TD/TCD,Préfecture du Chari-Baguirmi,-
7030,TD/TCD,Préfecture du Guéra,-
7031,TD/TCD,Préfecture du Kanem,-
7032,TD/TCD,Préfecture du Lac,-
7033,TD/TCD,Préfecture du Logone Occidental,-
7034,TD/TCD,Préfecture du Logone Oriental,-
7035,TD/TCD,Préfecture du Mayo-Kébbi,-
7036,TD/TCD,Préfecture du Moyen-Chari,-
7037,TD/TCD,Préfecture du Ouaddaï,-
7038,TD/TCD,Préfecture du Salamat,-
7039,TD/TCD,Préfecture du Tandjilé,-
7040,TG/TGO,Région Centrale,-
7041,TG/TGO,Région de la Kara,-
7042,TG/TGO,Région des Plateaux,-
7043,TG/TGO,Région des Savanes,-
7044,TG/TGO,Région Maritime,-
7045,TH/THA,Bangkok,-
7046,TH/THA,Changawat Chanthaburi,-
7047,TH/THA,Changwat Amnat Charoen,-
7048,TH/THA,Changwat Ang Thong,-
7049,TH/THA,Changwat Buriram,-
7050,TH/THA,Changwat Chachoengsao,-
7051,TH/THA,Changwat Chai Nat,-
7052,TH/THA,Changwat Chaiyaphum,-
7053,TH/THA,Changwat Chiang Mai,-
7054,TH/THA,Changwat Chiang Rai,-
7055,TH/THA,Changwat Chon Buri,-
7056,TH/THA,Changwat Chumphon,-
7057,TH/THA,Changwat Kalasin,-
7058,TH/THA,Changwat Kamphaeng Phet,-
7059,TH/THA,Changwat Kanchanaburi,-
7060,TH/THA,Changwat Khon Kaen,-
7061,TH/THA,Changwat Krabi,-
7062,TH/THA,Changwat Lampang,-
7063,TH/THA,Changwat Lamphun,-
7064,TH/THA,Changwat Loei,-
7065,TH/THA,Changwat Lop Buri,-
7066,TH/THA,Changwat Mae Hong Son,-
7067,TH/THA,Changwat Maha Sarakham,-
7068,TH/THA,Changwat Mukdahan,-
7069,TH/THA,Changwat Nakhon Nayok,-
7070,TH/THA,Changwat Nakhon Pathom,-
7071,TH/THA,Changwat Nakhon Phanom,-
7072,TH/THA,Changwat Nakhon Ratchasima,-
7073,TH/THA,Changwat Nakhon Sawan,-
7074,TH/THA,Changwat Nakhon Si Thammarat,-
7075,TH/THA,Changwat Nan,-
7076,TH/THA,Changwat Narathiwat,-
7077,TH/THA,Changwat Nong Bua Lamphu,-
7078,TH/THA,Changwat Nong Khai,-
7079,TH/THA,Changwat Nonthaburi,-
7080,TH/THA,Changwat Pathum Thani,-
7081,TH/THA,Changwat Pattani,-
7082,TH/THA,Changwat Phangnga,-
7083,TH/THA,Changwat Phatthalung,-
7084,TH/THA,Changwat Phayao,-
7085,TH/THA,Changwat Phetchabun,-
7086,TH/THA,Changwat Phetchaburi,-
7087,TH/THA,Changwat Phichit,-
7088,TH/THA,Changwat Phitsanulok,-
7089,TH/THA,Changwat Phra Nakhon,-
7090,TH/THA,Changwat Phra Nakhon Si Ayutthaya,-
7091,TH/THA,Changwat Phrae,-
7092,TH/THA,Changwat Phuket,-
7093,TH/THA,Changwat Prachin Buri,-
7094,TH/THA,Changwat Prachuap Khiri Khan,-
7095,TH/THA,Changwat Ranong,-
7096,TH/THA,Changwat Ratchaburi,-
7097,TH/THA,Changwat Rayong,-
7098,TH/THA,Changwat Roi Et,-
7099,TH/THA,Changwat Sa Kaeo,-
7100,TH/THA,Changwat Sakon Nakhon,-
7101,TH/THA,Changwat Samut Prakan,-
7102,TH/THA,Changwat Samut Sakhon,-
7103,TH/THA,Changwat Samut Songkhram,-
7104,TH/THA,Changwat Sara Buri,-
7105,TH/THA,Changwat Satun,-
7106,TH/THA,Changwat Sing Buri,-
7107,TH/THA,Changwat Sisaket,-
7108,TH/THA,Changwat Songkhla,-
7109,TH/THA,Changwat Sukhothai,-
7110,TH/THA,Changwat Suphan Buri,-
7111,TH/THA,Changwat Surat Thani,-
7112,TH/THA,Changwat Surin,-
7113,TH/THA,Changwat Tak,-
7114,TH/THA,Changwat Trang,-
7115,TH/THA,Changwat Trat,-
7116,TH/THA,Changwat Ubon Ratchathani,-
7117,TH/THA,Changwat Udon Thani,-
7118,TH/THA,Changwat Uthai Thani,-
7119,TH/THA,Changwat Uttaradit,-
7120,TH/THA,Changwat Yala,-
7121,TH/THA,Changwat Yasothon,-
7122,TJ/TJK,Gorno-Badakhshan,-
7123,TJ/TJK,Kulyabskaya Oblast',-
7124,TJ/TJK,Kurgan-Tyubinskaya Oblast',-
7125,TJ/TJK,Region of Republican Subordination,-
7126,TJ/TJK,Viloyati Khatlon,-
7127,TJ/TJK,Viloyati Sughd,-
7128,TL/TLS,Aileu,-
7129,TL/TLS,Ainaro,-
7130,TL/TLS,Baucau,-
7131,TL/TLS,Bobonaro,-
7132,TL/TLS,Cova Lima,-
7133,TL/TLS,Dili,-
7134,TL/TLS,Ermera,-
7135,TL/TLS,Lautem,-
7136,TL/TLS,Liquica,-
7137,TL/TLS,Manatuto,-
7138,TL/TLS,Manufahi,-
7139,TL/TLS,Oecussi,-
7140,TL/TLS,Viqueque,-
7141,TM/TKM,Ahal Welaýaty,-
7142,TM/TKM,Balkan Welaýaty,-
7143,TM/TKM,Da?oguz Welaýaty,-
7144,TM/TKM,Lebap Welaýaty,-
7145,TM/TKM,Mary Welaýaty,-
7146,TN/TUN,Gouvernorat de Ariana,-
7147,TN/TUN,Gouvernorat de Béja,-
7148,TN/TUN,Gouvernorat de Ben Arous,-
7149,TN/TUN,Gouvernorat de Bizerte,-
7150,TN/TUN,Gouvernorat de Gabès,-
7151,TN/TUN,Gouvernorat de Gafsa,-
7152,TN/TUN,Gouvernorat de Jendouba,-
7153,TN/TUN,Gouvernorat de Kairouan,-
7154,TN/TUN,Gouvernorat de Kasserine,-
7155,TN/TUN,Gouvernorat de Kebili,-
7156,TN/TUN,Gouvernorat de Kef,-
7157,TN/TUN,Gouvernorat de la Manouba,-
7158,TN/TUN,Gouvernorat de Mahdia,-
7159,TN/TUN,Gouvernorat de Médenine,-
7160,TN/TUN,Gouvernorat de Monastir,-
7161,TN/TUN,Gouvernorat de Nabeul,-
7162,TN/TUN,Gouvernorat de Sfax,-
7163,TN/TUN,Gouvernorat de Sidi Bou Zid,-
7164,TN/TUN,Gouvernorat de Siliana,-
7165,TN/TUN,Gouvernorat de Sousse,-
7166,TN/TUN,Gouvernorat de Tataouine,-
7167,TN/TUN,Gouvernorat de Tozeur,-
7168,TN/TUN,Gouvernorat de Tunis,-
7169,TN/TUN,Gouvernorat de Zaghouan,-
7170,TN/TUN,Tunis al Janubiyah Wilayat,-
7171,TR/TUR,Adana Province,-
7172,TR/TUR,Ad?yaman,-
7173,TR/TUR,Afyonkarahisar,-
7174,TR/TUR,A?r? Province,-
7175,TR/TUR,Aksaray Province,-
7176,TR/TUR,Amasya Province,-
7177,TR/TUR,Ankara Province,-
7178,TR/TUR,Antalya Province,-
7179,TR/TUR,Ardahan Province,-
7180,TR/TUR,Artvin Province,-
7181,TR/TUR,Ayd?n Province,-
7182,TR/TUR,Bal?kesir Province,-
7183,TR/TUR,Bart?n Province,-
7184,TR/TUR,Batman Province,-
7185,TR/TUR,Bayburt,-
7186,TR/TUR,Bilecik Province,-
7187,TR/TUR,Bingöl Province,-
7188,TR/TUR,Bitlis Province,-
7189,TR/TUR,Bolu Province,-
7190,TR/TUR,Burdur Province,-
7191,TR/TUR,Bursa,-
7192,TR/TUR,Çanakkale Province,-
7193,TR/TUR,Çank?r? Province,-
7194,TR/TUR,Çorum Province,-
7195,TR/TUR,Denizli Province,-
7196,TR/TUR,Diyarbak?r,-
7197,TR/TUR,Düzce,-
7198,TR/TUR,Edirne Province,-
7199,TR/TUR,Elaz??,-
7200,TR/TUR,Erzincan Province,-
7201,TR/TUR,Erzurum Province,-
7202,TR/TUR,Gaziantep Province,-
7203,TR/TUR,Giresun Province,-
7204,TR/TUR,Gümü?hane,-
7205,TR/TUR,Hakkâri Province,-
7206,TR/TUR,Hatay Province,-
7207,TR/TUR,I?d?r Province,-
7208,TR/TUR,Isparta Province,-
7209,TR/TUR,Istanbul,-
7210,TR/TUR,?zmir,-
7211,TR/TUR,Kahramanmara? Province,-
7212,TR/TUR,Karabük,-
7213,TR/TUR,Karaman Province,-
7214,TR/TUR,Kars,-
7215,TR/TUR,Kastamonu Province,-
7216,TR/TUR,Kayseri Province,-
7217,TR/TUR,Kilis Province,-
7218,TR/TUR,K?r?kkale Province,-
7219,TR/TUR,K?rklareli Province,-
7220,TR/TUR,K?r?ehir Province,-
7221,TR/TUR,Kocaeli Province,-
7222,TR/TUR,Konya Province,-
7223,TR/TUR,Kütahya Province,-
7224,TR/TUR,Malatya Province,-
7225,TR/TUR,Manisa Province,-
7226,TR/TUR,Mardin Province,-
7227,TR/TUR,Mersin Province,-
7228,TR/TUR,Mu?la Province,-
7229,TR/TUR,Mu? Province,-
7230,TR/TUR,Nev?ehir,-
7231,TR/TUR,Ni?de,-
7232,TR/TUR,Ordu,-
7233,TR/TUR,Osmaniye Province,-
7234,TR/TUR,Rize,-
7235,TR/TUR,Sakarya Province,-
7236,TR/TUR,Samsun Province,-
7237,TR/TUR,?anl?urfa Province,-
7238,TR/TUR,Siirt Province,-
7239,TR/TUR,Sinop Province,-
7240,TR/TUR,??rnak Province,-
7241,TR/TUR,Sivas Province,-
7242,TR/TUR,Tekirda? Province,-
7243,TR/TUR,Tokat,-
7244,TR/TUR,Trabzon Province,-
7245,TR/TUR,Tunceli Province,-
7246,TR/TUR,U?ak Province,-
7247,TR/TUR,Van Province,-
7248,TR/TUR,Yalova Province,-
7249,TR/TUR,Yozgat Province,-
7250,TR/TUR,Zonguldak,-
7251,TT/TTO,Arima,-
7252,TT/TTO,County of Caroni,-
7253,TT/TTO,County of Mayaro,-
7254,TT/TTO,County of Nariva,-
7255,TT/TTO,County of Saint Andrew,-
7256,TT/TTO,County of Saint David,-
7257,TT/TTO,County of Saint George,-
7258,TT/TTO,County of Saint Patrick,-
7259,TT/TTO,County of Victoria,-
7260,TT/TTO,Port-of-Spain,-
7261,TT/TTO,San Fernando,-
7262,TT/TTO,Ward of Tobago,-
7263,TW/TWN,Chang-hua Hsien,-
7264,TW/TWN,Chia-i Hsien,-
7265,TW/TWN,Chia-i Shih,-
7266,TW/TWN,Chi-lung Shih,-
7267,TW/TWN,Chin-men Hsien,-
7268,TW/TWN,Hsin-chu Hsien,-
7269,TW/TWN,Hsin-chu Shih,-
7270,TW/TWN,Hua-lien Hsien,-
7271,TW/TWN,I-lan Hsien,-
7272,TW/TWN,Kao-hsiung Hsien,-
7273,TW/TWN,Kao-hsiung Shih,-
7274,TW/TWN,Lien-chiang Hsien,-
7275,TW/TWN,Miao-li Hsien,-
7276,TW/TWN,Nan-t’ou Hsien,-
7277,TW/TWN,P’eng-hu Hsien,-
7278,TW/TWN,P’ing-tung Hsien,-
7279,TW/TWN,T’ai-chung Hsien,-
7280,TW/TWN,T’ai-chung Shih,-
7281,TW/TWN,T’ai-nan Hsien,-
7282,TW/TWN,T’ai-nan Shih,-
7283,TW/TWN,T’ai-pei Hsien,-
7284,TW/TWN,T’ai-pei Shih,-
7285,TW/TWN,T’ai-tung Hsien,-
7286,TW/TWN,T’ao-yüan Hsien,-
7287,TW/TWN,Yün-lin Hsien,-
7288,TZ/TZA,Arusha Region,-
7289,TZ/TZA,Dar es Salaam Region,-
7290,TZ/TZA,Dodoma Region,-
7291,TZ/TZA,Iringa Region,-
7292,TZ/TZA,Kagera Region,-
7293,TZ/TZA,Kigoma Region,-
7294,TZ/TZA,Kilimanjaro Region,-
7295,TZ/TZA,Lindi Region,-
7296,TZ/TZA,Manyara Region,-
7297,TZ/TZA,Mara Region,-
7298,TZ/TZA,Mbeya Region,-
7299,TZ/TZA,Morogoro Region,-
7300,TZ/TZA,Mtwara Region,-
7301,TZ/TZA,Mwanza Region,-
7302,TZ/TZA,Pemba North Region,-
7303,TZ/TZA,Pemba South Region,-
7304,TZ/TZA,Pwani Region,-
7305,TZ/TZA,Rukwa Region,-
7306,TZ/TZA,Ruvuma Region,-
7307,TZ/TZA,Shinyanga Region,-
7308,TZ/TZA,Singida Region,-
7309,TZ/TZA,Tabora Region,-
7310,TZ/TZA,Tanga Region,-
7311,TZ/TZA,Zanzibar Central/South Region,-
7312,TZ/TZA,Zanzibar North Region,-
7313,TZ/TZA,Zanzibar Urban/West Region,-
7314,UA/UKR,Avtonomna Respublika Krym,-
7315,UA/UKR,Cherkas'ka Oblast',-
7316,UA/UKR,Chernihivs'ka Oblast',-
7317,UA/UKR,Chernivets'ka Oblast',-
7318,UA/UKR,Dnipropetrovs'ka Oblast',-
7319,UA/UKR,Donets'ka Oblast',-
7320,UA/UKR,Ivano-Frankivs'ka Oblast',-
7321,UA/UKR,Kharkivs'ka Oblast',-
7322,UA/UKR,Kherson Oblast,-
7323,UA/UKR,Khmel'nyts'ka Oblast',-
7324,UA/UKR,Kiev Oblast,-
7325,UA/UKR,Kirovohrads'ka Oblast',-
7326,UA/UKR,Luhans'ka Oblast',-
7327,UA/UKR,L'vivs'ka Oblast',-
7328,UA/UKR,Misto Kyyiv,-
7329,UA/UKR,Misto Sevastopol',-
7330,UA/UKR,Mykolayivs'ka Oblast',-
7331,UA/UKR,Odessa Oblast,-
7332,UA/UKR,Poltava Oblast,-
7333,UA/UKR,Rivnens'ka Oblast',-
7334,UA/UKR,Sumy Oblast,-
7335,UA/UKR,Ternopil's'ka Oblast',-
7336,UA/UKR,Vinnyts'ka Oblast',-
7337,UA/UKR,Volyns'ka Oblast',-
7338,UA/UKR,Zakarpats'ka Oblast',-
7339,UA/UKR,Zaporiz'ka Oblast',-
7340,UA/UKR,Zhytomyrs'ka Oblast',-
7341,UG/UGA,Apac District,-
7342,UG/UGA,Arua District,-
7343,UG/UGA,Bugiri District,-
7344,UG/UGA,Bundibugyo District,-
7345,UG/UGA,Bushenyi District,-
7346,UG/UGA,Busia District,-
7347,UG/UGA,Busoga Province,-
7348,UG/UGA,Eastern Province,-
7349,UG/UGA,Gulu District,-
7350,UG/UGA,Hoima District,-
7351,UG/UGA,Iganga District,-
7352,UG/UGA,Jinja District,-
7353,UG/UGA,Kabale District,-
7354,UG/UGA,Kabarole District,-
7355,UG/UGA,Kaberamaido District,-
7356,UG/UGA,Kalangala District,-
7357,UG/UGA,Kampala District,-
7358,UG/UGA,Kamuli District,-
7359,UG/UGA,Kamwenge District,-
7360,UG/UGA,Kanungu District,-
7361,UG/UGA,Kapchorwa District,-
7362,UG/UGA,Kasese District,-
7363,UG/UGA,Katakwi District,-
7364,UG/UGA,Kayunga District,-
7365,UG/UGA,Kibale District,-
7366,UG/UGA,Kiboga District,-
7367,UG/UGA,Kisoro District,-
7368,UG/UGA,Kitgum District,-
7369,UG/UGA,Kotido District,-
7370,UG/UGA,Kumi District,-
7371,UG/UGA,Kyenjojo District,-
7372,UG/UGA,Lira District,-
7373,UG/UGA,Luwero District,-
7374,UG/UGA,Masaka District,-
7375,UG/UGA,Masindi District,-
7376,UG/UGA,Mayuge District,-
7377,UG/UGA,Mbale District,-
7378,UG/UGA,Mbarara District,-
7379,UG/UGA,Moroto,-
7380,UG/UGA,Moroto District,-
7381,UG/UGA,Moyo District,-
7382,UG/UGA,Mpigi District,-
7383,UG/UGA,Mubende District,-
7384,UG/UGA,Mukono District,-
7385,UG/UGA,Nakapiripirit District,-
7386,UG/UGA,Nakasongola District,-
7387,UG/UGA,Nebbi District,-
7388,UG/UGA,Nile Province,-
7389,UG/UGA,North Buganda Province,-
7390,UG/UGA,Northern Province,-
7391,UG/UGA,Ntungamo District,-
7392,UG/UGA,Pader District,-
7393,UG/UGA,Pallisa District,-
7394,UG/UGA,Rakai District,-
7395,UG/UGA,Rukungiri District,-
7396,UG/UGA,Sembabule District,-
7397,UG/UGA,Sironko District,-
7398,UG/UGA,Soroti District,-
7399,UG/UGA,Southern Province,-
7400,UG/UGA,Tororo District,-
7401,UG/UGA,Wakiso District,-
7402,UG/UGA,Western Province,-
7403,UG/UGA,Yumbe District,-
7404,UY/URY,Artigas Department,-
7405,UY/URY,Canelones Department,-
7406,UY/URY,Cerro Largo Department,-
7407,UY/URY,Colonia Department,-
7408,UY/URY,Departamento de Durazno,-
7409,UY/URY,Departamento de Flores,-
7410,UY/URY,Departamento de Montevideo,-
7411,UY/URY,Departamento de Paysandú,-
7412,UY/URY,Departamento de Río Negro,-
7413,UY/URY,Departamento de Rivera,-
7414,UY/URY,Departamento de Rocha,-
7415,UY/URY,Departamento de Salto,-
7416,UY/URY,Departamento de San José,-
7417,UY/URY,Departamento de Tacuarembó,-
7418,UY/URY,Departamento de Treinta y Tres,-
7419,UY/URY,Florida Department,-
7420,UY/URY,Lavalleja Department,-
7421,UY/URY,Maldonado Department,-
7422,UY/URY,Soriano Department,-
7423,UZ/UZB,Andijon Viloyati,-
7424,UZ/UZB,Buxoro Viloyati,-
7425,UZ/UZB,Farg`ona Viloyati,-
7426,UZ/UZB,Jizzax Viloyati,-
7427,UZ/UZB,Karakalpakstan,-
7428,UZ/UZB,Namangan Viloyati,-
7429,UZ/UZB,Navoiy Viloyati,-
7430,UZ/UZB,Qashqadaryo Viloyati,-
7431,UZ/UZB,Samarqand Viloyati,-
7432,UZ/UZB,Sirdaryo Viloyati,-
7433,UZ/UZB,Surxondaryo Viloyati,-
7434,UZ/UZB,Toshkent Shahri,-
7435,UZ/UZB,Toshkent Viloyati,-
7436,UZ/UZB,Xorazm Viloyati,-
7437,VC/VCT,Grenadines,-
7438,VC/VCT,Parish of Charlotte,-
7439,VC/VCT,Parish of Saint Andrew,-
7440,VC/VCT,Parish of Saint David,-
7441,VC/VCT,Parish of Saint George,-
7442,VC/VCT,Parish of Saint Patrick,-
7443,VE/VEN,Dependencias Federales,-
7444,VE/VEN,Distrito Federal,-
7445,VE/VEN,Estado Amazonas,-
7446,VE/VEN,Estado Anzoátegui,-
7447,VE/VEN,Estado Apure,-
7448,VE/VEN,Estado Aragua,-
7449,VE/VEN,Estado Barinas,-
7450,VE/VEN,Estado Bolívar,-
7451,VE/VEN,Estado Carabobo,-
7452,VE/VEN,Estado Cojedes,-
7453,VE/VEN,Estado Falcón,-
7454,VE/VEN,Estado Guárico,-
7455,VE/VEN,Estado Lara,-
7456,VE/VEN,Estado Mérida,-
7457,VE/VEN,Estado Miranda,-
7458,VE/VEN,Estado Monagas,-
7459,VE/VEN,Estado Portuguesa,-
7460,VE/VEN,Estado Sucre,-
7461,VE/VEN,Estado Táchira,-
7462,VE/VEN,Estado Trujillo,-
7463,VE/VEN,Estado Vargas,-
7464,VE/VEN,Estado Yaracuy,-
7465,VE/VEN,Estado Zulia,-
7466,VE/VEN,Isla Margarita,-
7467,VE/VEN,Territorio Federal Delta Amacuro,-
7468,VN/VNM,B?c Thái T?nh,-
7469,VN/VNM,H?i Hung T?nh,-
7470,VN/VNM,Hà B?c T?nh,-
7471,VN/VNM,Minh H?i T?nh,-
7472,VN/VNM,Nam Hà T?nh,-
7473,VN/VNM,Qu?ng Nam-Ðà N?ng T?nh,-
7474,VN/VNM,Sông Bé T?nh,-
7475,VN/VNM,Thành Ph? H?i Phòng,-
7476,VN/VNM,Thành ph? H? Chí Minh,-
7477,VN/VNM,Th? Ðô Hà N?i,-
7478,VN/VNM,T?nh An Giang,-
7479,VN/VNM,T?nh Bà R?a-V?ng Tàu,-
7480,VN/VNM,T?nh B?c Giang,-
7481,VN/VNM,T?nh B?c K?n,-
7482,VN/VNM,T?nh B?c Liêu,-
7483,VN/VNM,T?nh B?c Ninh,-
7484,VN/VNM,T?nh B?n Tre,-
7485,VN/VNM,T?nh Bình Ð?nh,-
7486,VN/VNM,T?nh Bình D??ng,-
7487,VN/VNM,T?nh Bình Ph??c,-
7488,VN/VNM,T?nh Bình Thu?n,-
7489,VN/VNM,T?nh Cà Mau,-
7490,VN/VNM,T?nh C?n Th?,-
7491,VN/VNM,T?nh Cao B?ng,-
7492,VN/VNM,T?nh Ðà N?ng,-
7493,VN/VNM,T?nh Ð?c L?k,-
7494,VN/VNM,T?nh Ð?ng Nai,-
7495,VN/VNM,T?nh Ð?ng Tháp,-
7496,VN/VNM,T?nh Gia Lai,-
7497,VN/VNM,T?nh Hà Giang,-
7498,VN/VNM,T?nh Hà Nam,-
7499,VN/VNM,T?nh Hà Tây,-
7500,VN/VNM,T?nh Hà T?nh,-
7501,VN/VNM,T?nh H?i D??ng,-
7502,VN/VNM,T?nh Hòa Bình,-
7503,VN/VNM,T?nh H?ng Yên,-
7504,VN/VNM,T?nh Khánh Hòa,-
7505,VN/VNM,T?nh Ki?n Giang,-
7506,VN/VNM,T?nh Kon Tum,-
7507,VN/VNM,T?nh Lai Châu,-
7508,VN/VNM,T?nh Lâm Ð?ng,-
7509,VN/VNM,T?nh L?ng S?n,-
7510,VN/VNM,T?nh Lào Cai,-
7511,VN/VNM,T?nh Long An,-
7512,VN/VNM,T?nh Nam Ð?nh,-
7513,VN/VNM,T?nh Ngh? An,-
7514,VN/VNM,T?nh Ninh Bình,-
7515,VN/VNM,T?nh Ninh Thu?n,-
7516,VN/VNM,T?nh Phú Th?,-
7517,VN/VNM,T?nh Phú Yên,-
7518,VN/VNM,T?nh Qu?ng Bình,-
7519,VN/VNM,T?nh Qu?ng Nam,-
7520,VN/VNM,T?nh Qu?ng Ngãi,-
7521,VN/VNM,T?nh Qu?ng Ninh,-
7522,VN/VNM,T?nh Qu?ng Tr?,-
7523,VN/VNM,T?nh Sóc Tr?ng,-
7524,VN/VNM,T?nh S?n La,-
7525,VN/VNM,T?nh Tây Ninh,-
7526,VN/VNM,T?nh Thái Bình,-
7527,VN/VNM,T?nh Thái Nguyên,-
7528,VN/VNM,T?nh Thanh Hóa,-
7529,VN/VNM,T?nh Th?a Thiên-Hu?,-
7530,VN/VNM,T?nh Ti?n Giang,-
7531,VN/VNM,T?nh Trà Vinh,-
7532,VN/VNM,T?nh Tuyên Quang,-
7533,VN/VNM,T?nh V?nh Long,-
7534,VN/VNM,T?nh V?nh Phúc,-
7535,VN/VNM,T?nh Yên Bái,-
7536,VN/VNM,Vinh Phú T?nh,-
7537,VU/VUT,Ambrym,-
7538,VU/VUT,Aoba/Maéwo,-
7539,VU/VUT,Éfaté,-
7540,VU/VUT,Épi,-
7541,VU/VUT,Malakula,-
7542,VU/VUT,Malampa Province,-
7543,VU/VUT,Paama,-
7544,VU/VUT,Penama Province,-
7545,VU/VUT,Pentecôte,-
7546,VU/VUT,Sanma Province,-
7547,VU/VUT,Shefa Province,-
7548,VU/VUT,Shepherd,-
7549,VU/VUT,Tafea Province,-
7550,VU/VUT,Torba Province,-
7551,YE/YEM,Aden Municipality,-
7552,YE/YEM,Mu??faz?at `Adan,-
7553,YE/YEM,Mu??faz?at Abyan,-
7554,YE/YEM,Mu??faz?at a? ??li`,-
7555,YE/YEM,Mu??faz?at al Bay??',-
7556,YE/YEM,Mu??faz?at al ?udaydah,-
7557,YE/YEM,Mu??faz?at al Jawf,-
7558,YE/YEM,Mu??faz?at al Mahrah,-
7559,YE/YEM,Mu??faz?at al Ma?w?t,-
7560,YE/YEM,Mu??faz?at ?a?ramawt,-
7561,YE/YEM,Mu??faz?at ?ajjah,-
7562,YE/YEM,Mu??faz?at Ibb,-
7563,YE/YEM,Mu??faz?at La?ij,-
7564,YE/YEM,Mu??faz?at Shabwah,-
7565,YE/YEM,Mu??faz?at Ta`izz,-
7566,YE/YEM,Omran,-
7567,YE/YEM,Qa??' al ?udaydah,-
7568,ZA/ZAF,Free State,-
7569,ZA/ZAF,Gauteng,-
7570,ZA/ZAF,Limpopo Province,-
7571,ZA/ZAF,Mpumalanga,-
7572,ZA/ZAF,Province of Eastern Cape,-
7573,ZA/ZAF,Province of KwaZulu-Natal,-
7574,ZA/ZAF,Province of Northern Cape,-
7575,ZA/ZAF,Province of North-West,-
7576,ZA/ZAF,Province of the Western Cape,-
7577,ZM/ZMB,Central Province,-
7578,ZM/ZMB,Copperbelt Province,-
7579,ZM/ZMB,Eastern Province,-
7580,ZM/ZMB,Luapula Province,-
7581,ZM/ZMB,Lusaka Province,-
7582,ZM/ZMB,Northern Province,-
7583,ZM/ZMB,North-Western Province,-
7584,ZM/ZMB,Southern Province,-
7585,ZM/ZMB,Western Province,-
7586,ZW/ZWE,Bulawayo Province,-
7587,ZW/ZWE,Harare Province,-
7588,ZW/ZWE,Manicaland Province,-
7589,ZW/ZWE,Mashonaland Central Province,-
7590,ZW/ZWE,Mashonaland East Province,-
7591,ZW/ZWE,Mashonaland West Province,-
7592,ZW/ZWE,Masvingo Province,-
7593,ZW/ZWE,Matabeleland North Province,-
7594,ZW/ZWE,Matabeleland South Province,-
7595,ZW/ZWE,Midlands Province,-
