Id,countryCode,stateName,StateCode
6388,PH/PHL,Silay City,-
6389,PH/PHL,Southern Leyte,-
6390,PH/PHL,Surigao City,-
6391,PH/PHL,Tacloban City,-
6392,PH/PHL,Tagaytay City,-
6393,PH/PHL,Tagbilaran City,-
6394,PH/PHL,Tangub City,-
6395,PH/PHL,Toledo City,-
6396,PH/PHL,Trece Martires City,-
6397,PH/PHL,Zamboanga City,-
6398,PK/PAK,Azad Kashmir,-
6399,PK/PAK,Balochist?n,-
6400,PK/PAK,Federally Administered Tribal Areas,-
6401,PK/PAK,Isl?m?b?d Capital Territory,-
6402,PK/PAK,North-West Frontier Province,-
6403,PK/PAK,Punjab,-
6404,PK/PAK,Sind,-
6405,PL/POL,Greater Poland Voivodeship,-
6406,PL/POL,Kuyavian-Pomeranian Voivodeship,-
6407,PL/POL,Lesser Poland Voivodeship,-
6408,PL/POL,?ód? Voivodeship,-
6409,PL/POL,Lower Silesian Voivodeship,-
6410,PL/POL,Lublin Voivodeship,-
6411,PL/POL,Lubusz Voivodeship,-
6412,PL/POL,Masovian Voivodeship,-
6413,PL/POL,Opole Voivodeship,-
6414,PL/POL,Podlachian Voivodeship,-
6415,PL/POL,Pomeranian Voivodeship,-
6416,PL/POL,Silesian Voivodeship,-
6417,PL/POL,Subcarpathian Voivodeship,-
6418,PL/POL,?wi?tokrzyskie Voivodeship,-
6419,PL/POL,Warmian-Masurian Voivodeship,-
6420,PL/POL,West Pomeranian Voivodeship,-
6421,PT/PRT,Bragança,-
6422,PT/PRT,Distrito da Guarda,-
6423,PT/PRT,Distrito de Aveiro,-
6424,PT/PRT,Distrito de Beja,-
6425,PT/PRT,Distrito de Braga,-
6426,PT/PRT,Distrito de Castelo Branco,-
6427,PT/PRT,Distrito de Coimbra,-
6428,PT/PRT,Distrito de Évora,-
6429,PT/PRT,Distrito de Faro,-
6430,PT/PRT,Distrito de Leiria,-
6431,PT/PRT,Distrito de Portalegre,-
6432,PT/PRT,Distrito de Santarém,-
6433,PT/PRT,Distrito de Setúbal,-
6434,PT/PRT,Distrito de Viana do Castelo,-
6435,PT/PRT,Distrito de Vila Real,-
6436,PT/PRT,Distrito de Viseu,-
6437,PT/PRT,Distrito do Porto,-
6438,PT/PRT,Lisbon,-
6439,PT/PRT,Região Autónoma da Madeira,-
6440,PT/PRT,Região Autónoma dos Açores,-
6441,PW/PLW,Hatohobei State,-
6442,PW/PLW,State of Airai,-
6443,PW/PLW,State of Angaur,-
6444,PW/PLW,State of Koror,-
6445,PW/PLW,State of Melekeok,-
6446,PW/PLW,State of Ngaraard,-
6447,PW/PLW,State of Ngarchelong,-
6448,PW/PLW,State of Ngchesar,-
6449,PW/PLW,State of Ngeremlengui,-
6450,PW/PLW,State of Ngiwal,-
6451,PW/PLW,State of Peleliu,-
6452,PY/PRY,Asunción,-
6453,PY/PRY,Departamento Central,-
6454,PY/PRY,Departamento de Alto Paraguay,-
6455,PY/PRY,Departamento de Boquerón,-
6456,PY/PRY,Departamento de Caaguazú,-
6457,PY/PRY,Departamento de Caazapá,-
6458,PY/PRY,Departamento de Canindeyú,-
6459,PY/PRY,Departamento de Concepción,-
6460,PY/PRY,Departamento de Itapúa,-
6461,PY/PRY,Departamento de la Cordillera,-
6462,PY/PRY,Departamento de Misiones,-
6463,PY/PRY,Departamento de Ñeembucú,-
6464,PY/PRY,Departamento de Paraguarí,-
6465,PY/PRY,Departamento de Presidente Hayes,-
6466,PY/PRY,Departamento de San Pedro,-
6467,PY/PRY,Departamento del Alto Paraná,-
6468,PY/PRY,Departamento del Amambay,-
6469,PY/PRY,Departamento del Guairá,-
6470,QA/QAT,Balad?yat ad Daw?ah,-
6471,QA/QAT,Balad?yat al Ghuwayr?yah,-
6472,QA/QAT,Balad?yat al Jumayl?yah,-
6473,QA/QAT,Balad?yat al Khawr,-
6474,QA/QAT,Balad?yat al Wakrah,-
6475,QA/QAT,Balad?yat ar Rayy?n,-
6476,QA/QAT,Balad?yat Jaray?n al B??inah,-
6477,QA/QAT,Balad?yat Mad?nat ash Sham?l,-
6478,QA/QAT,Balad?yat Umm Sa`?d,-
6479,QA/QAT,Balad?yat Umm ?al?l,-
6480,RO/ROU,Jude?ul Alba,-
6481,RO/ROU,Jude?ul Arad,-
6482,RO/ROU,Jude?ul Arge?,-
6483,RO/ROU,Jude?ul Bac?u,-
6484,RO/ROU,Jude?ul Bihor,-
6485,RO/ROU,Jude?ul Bistri?a-N?s?ud,-
6486,RO/ROU,Jude?ul Boto?ani,-
6487,RO/ROU,Jude?ul Br?ila,-
6488,RO/ROU,Jude?ul Bra?ov,-
6489,RO/ROU,Jude?ul Buz?u,-
6490,RO/ROU,Jude?ul C?l?ra?i,-
6491,RO/ROU,Jude?ul Cara?-Severin,-
6492,RO/ROU,Jude?ul Cluj,-
6493,RO/ROU,Jude?ul Constan?a,-
6494,RO/ROU,Jude?ul Covasna,-
6495,RO/ROU,Jude?ul Dâmbovi?a,-
6496,RO/ROU,Jude?ul Dolj,-
6497,RO/ROU,Jude?ul Gala?i,-
6498,RO/ROU,Jude?ul Giurgiu,-
6499,RO/ROU,Jude?ul Gorj,-
6500,RO/ROU,Jude?ul Harghita,-
6501,RO/ROU,Jude?ul Hunedoara,-
6502,RO/ROU,Jude?ul Ialomi?a,-
6503,RO/ROU,Jude?ul Ia?i,-
6504,RO/ROU,Jude?ul Ilfov,-
6505,RO/ROU,Jude?ul Mehedin?i,-
6506,RO/ROU,Jude?ul Mure?,-
6507,RO/ROU,Jude?ul Neam?,-
6508,RO/ROU,Jude?ul Olt,-
6509,RO/ROU,Jude?ul Prahova,-
6510,RO/ROU,Jude?ul S?laj,-
6511,RO/ROU,Jude?ul Satu Mare,-
6512,RO/ROU,Jude?ul Sibiu,-
6513,RO/ROU,Jude?ul Suceava,-
6514,RO/ROU,Jude?ul Teleorman,-
6515,RO/ROU,Jude?ul Timi?,-
6516,RO/ROU,Jude?ul Tulcea,-
6517,RO/ROU,Jude?ul Vâlcea,-
6518,RO/ROU,Jude?ul Vaslui,-
6519,RO/ROU,Jude?ul Vrancea,-
6520,RO/ROU,Maramure?,-
6521,RO/ROU,Municipiul Bucure?ti,-
6522,RS/SRB,Autonomna Pokrajina Vojvodina,-
6523,RS/SRB,Central Serbia,-
6524,RS/SRB,Kosovo,-
6525,RU/RUS,Aginskiy Buryatskiy Avtonomnyy Okrug,-
6526,RU/RUS,Altayskiy Kray,-
6527,RU/RUS,Amurskaya Oblast',-
6528,RU/RUS,Arkhangelskaya oblast,-
6529,RU/RUS,Astrakhanskaya Oblast',-
6530,RU/RUS,Belgorodskaya Oblast',-
6531,RU/RUS,Belgorodskiy Rayon,-
6532,RU/RUS,Borisovskiy Rayon,-
6533,RU/RUS,Bryanskaya Oblast',-
6534,RU/RUS,Chechnya,-
6535,RU/RUS,Chelyabinskaya Oblast',-
6536,RU/RUS,Chitinskaya Oblast',-
6537,RU/RUS,Chukotskiy Avtonomnyy Okrug,-
6538,RU/RUS,Chuvashia,-
6539,RU/RUS,Dagestan,-
6540,RU/RUS,Evenkiyskiy Avtonomnyy Okrug,-
6541,RU/RUS,Irkutskaya Oblast',-
6542,RU/RUS,Ivanovskaya Oblast’,-
6543,RU/RUS,Jewish Autonomous Oblast,-
6544,RU/RUS,Kabardino-Balkarskaya Respublika,-
6545,RU/RUS,Kaliningradskaya Oblast',-
6546,RU/RUS,Kaluzhskaya Oblast’,-
6547,RU/RUS,Kamchatskaya Oblast',-
6548,RU/RUS,Karachayevo-Cherkesskaya Respublika,-
6549,RU/RUS,Kemerovskaya Oblast',-
6550,RU/RUS,Khabarovsk Krai,-
6551,RU/RUS,Khanty-Mansiyskiy Avtonomnyy Okrug,-
6552,RU/RUS,Kirovskaya Oblast',-
6553,RU/RUS,Koryakskiy Avtonomnyy Okrug,-
6554,RU/RUS,Kostromskaya Oblast',-
6555,RU/RUS,Krasnodarskiy Kray,-
6556,RU/RUS,Krasnoyarskiy Kray,-
6557,RU/RUS,Kurganskaya Oblast',-
6558,RU/RUS,Kurskaya Oblast',-
6559,RU/RUS,Leningradskaya Oblast',-
6560,RU/RUS,Lipetskaya Oblast',-
6561,RU/RUS,Magadanskaya Oblast',-
6562,RU/RUS,Moscow,-
6563,RU/RUS,Moskovskaya Oblast',-
6564,RU/RUS,Murmansk Oblast,-
6565,RU/RUS,Nenetskiy Avtonomnyy Okrug,-
6566,RU/RUS,Nizhegorodskaya Oblast’,-
6567,RU/RUS,Novgorodskaya Oblast',-
6568,RU/RUS,Novosibirskaya Oblast',-
6569,RU/RUS,Omskaya Oblast',-
6570,RU/RUS,Orenburgskaya Oblast',-
6571,RU/RUS,Orlovskaya Oblast',-
6572,RU/RUS,Penzenskaya Oblast',-
6573,RU/RUS,Permskaya Oblast’,-
6574,RU/RUS,Permskiy Kray,-
6575,RU/RUS,Primorskiy Kray,-
6576,RU/RUS,Pskovskaya Oblast',-
6577,RU/RUS,Respublika Adygeya,-
6578,RU/RUS,Respublika Altay,-
6579,RU/RUS,Respublika Bashkortostan,-
6580,RU/RUS,Respublika Buryatiya,-
6581,RU/RUS,Respublika Ingushetiya,-
6582,RU/RUS,Respublika Kalmykiya,-
6583,RU/RUS,Respublika Kareliya,-
6584,RU/RUS,Respublika Khakasiya,-
6585,RU/RUS,Respublika Komi,-
6586,RU/RUS,Respublika Mariy-El,-
6587,RU/RUS,Respublika Mordoviya,-
6588,RU/RUS,Respublika Sakha (Yakutiya),-
6589,RU/RUS,Respublika Severnaya Osetiya-Alaniya,-
6590,RU/RUS,Respublika Tatarstan,-
6591,RU/RUS,Respublika Tyva,-
6592,RU/RUS,Rostovskaya Oblast',-
6593,RU/RUS,Ryazanskaya Oblast',-
6594,RU/RUS,Sakhalinskaya Oblast',-
6595,RU/RUS,Samarskaya Oblast',-
6596,RU/RUS,Sankt-Peterburg,-
6597,RU/RUS,Saratovskaya Oblast',-
6598,RU/RUS,Shebekinskiy Rayon,-
6599,RU/RUS,Smolenskaya Oblast',-
6600,RU/RUS,Stavropol'skiy Kray,-
6601,RU/RUS,Sverdlovskaya Oblast',-
6602,RU/RUS,Tambovskaya Oblast',-
6603,RU/RUS,Taymyrskiy (Dolgano-Nenetskiy) Avtonomnyy Okrug,-
6604,RU/RUS,Tomskaya Oblast',-
6605,RU/RUS,Tul'skaya Oblast',-
6606,RU/RUS,Tverskaya Oblast’,-
6607,RU/RUS,Tyumenskaya Oblast',-
6608,RU/RUS,Udmurtskaya Respublika,-
6609,RU/RUS,Ul’yanovskaya Oblast’,-
6610,RU/RUS,Ust'-Ordynskiy Buryatskiy Avtonomnyy Okrug,-
6611,RU/RUS,Vladimirskaya Oblast',-
6612,RU/RUS,Volgogradskaya Oblast',-
6613,RU/RUS,Vologodskaya Oblast',-
6614,RU/RUS,Voronezhskaya Oblast',-
6615,RU/RUS,Yamalo-Nenetskiy Avtonomnyy Okrug,-
6616,RU/RUS,Yaroslavskaya Oblast',-
6617,RW/RWA,Eastern Province,-
6618,RW/RWA,Kigali City,-
6619,RW/RWA,Northern Province,-
6620,RW/RWA,Préfecture de Kibuye,-
6621,RW/RWA,Préfecture de Kigali,-
6622,RW/RWA,Préfecture de Ruhengeri,-
6623,RW/RWA,Prefegitura ya Butare,-
6624,RW/RWA,Prefegitura ya Byumba,-
6625,RW/RWA,Prefegitura ya Cyangugu,-
6626,RW/RWA,Prefegitura ya Gikongoro,-
6627,RW/RWA,Prefegitura ya Gisenyi,-
6628,RW/RWA,Prefegitura ya Gitarama,-
6629,RW/RWA,Prefegitura ya Kibungo,-
6630,RW/RWA,Southern Province,-
6631,RW/RWA,Western Province,-
6632,SA/SAU,Al Min?aqah ash Sharq?yah,-
6633,SA/SAU,Min?aqat `As?r,-
6634,SA/SAU,Min?aqat al B??ah,-
6635,SA/SAU,Min?aqat al Jawf,-
6636,SA/SAU,Min?aqat al Mad?nah,-
6637,SA/SAU,Min?aqat al Qa??m,-
6638,SA/SAU,Min?aqat ar Riy??,-
6639,SA/SAU,Min?aqat ??'il,-
6640,SA/SAU,Min?aqat J?z?n,-
6641,SA/SAU,Min?aqat Makkah,-
6642,SA/SAU,Min?aqat Najr?n,-
6643,SA/SAU,Min?aqat Tab?k,-
6644,SA/SAU,Northern Borders Region,-
6645,SB/SLB,Central Province,-
6646,SB/SLB,Guadalcanal Province,-
6647,SB/SLB,Isabel Province,-
6648,SB/SLB,Makira Province,-
6649,SB/SLB,Malaita Province,-
6650,SB/SLB,Temotu Province,-
6651,SB/SLB,Western Province,-
6652,SC/SYC,Anse aux Pins,-
6653,SC/SYC,Anse Boileau,-
6654,SC/SYC,Anse Etoile,-
6655,SC/SYC,Anse Louis,-
6656,SC/SYC,Anse Royale,-
6657,SC/SYC,Au Cap,-
6658,SC/SYC,Baie Lazare,-
6659,SC/SYC,Baie Sainte Anne,-
6660,SC/SYC,Beau Vallon,-
6661,SC/SYC,Bel Air,-
6662,SC/SYC,Bel Ombre,-
6663,SC/SYC,Cascade,-
6664,SC/SYC,English River,-
6665,SC/SYC,Glacis,-
6666,SC/SYC,Grand Anse Mahe,-
6667,SC/SYC,Grand Anse Praslin,-
6668,SC/SYC,Inner Islands,-
6669,SC/SYC,Les Mamelles,-
6670,SC/SYC,Mont Buxton,-
6671,SC/SYC,Mont Fleuri,-
6672,SC/SYC,Plaisance,-
6673,SC/SYC,Pointe Larue,-
6674,SC/SYC,Port Glaud,-
6675,SC/SYC,Roche Caiman,-
6676,SC/SYC,Saint Louis,-
6677,SC/SYC,Takamaka,-
6678,SD/SDN,Al Jazirah,-
6679,SD/SDN,Al Qadarif,-
6680,SD/SDN,Al Wil?yah al Istiw?'?yah,-
6681,SD/SDN,Al Wil?yah al Wus?á,-
6682,SD/SDN,Al Wil?yah ash Sharq?yah,-
6683,SD/SDN,Ba?r al Ghazal Wilayat,-
6684,SD/SDN,Blue Nile,-
6685,SD/SDN,Central Equatoria,-
6686,SD/SDN,Darfur Wilayat,-
6687,SD/SDN,Eastern Equatoria,-
6688,SD/SDN,Khartoum,-
6689,SD/SDN,Kurdufan Wilayat,-
6690,SD/SDN,Lakes,-
6691,SD/SDN,Northern,-
6692,SD/SDN,Red Sea,-
6693,SD/SDN,Unity,-
6694,SD/SDN,Upper Nile,-
6695,SD/SDN,Western Bahr al Ghazal,-
6696,SD/SDN,White Nile,-
6697,SD/SDN,Wil?yat Gharb al Istiw?'?yah,-
6698,SD/SDN,Wil?yat Gharb D?rf?r,-
6699,SD/SDN,Wil?yat Gharb Kurduf?n,-
6700,SD/SDN,Wil?yat Jan?b D?rf?r,-
6701,SD/SDN,Wil?yat Jan?b Kurduf?n,-
6702,SD/SDN,Wil?yat Junqal?,-
6703,SD/SDN,Wil?yat Kassal?,-
6704,SD/SDN,Wil?yat Nahr an N?l,-
6705,SD/SDN,Wil?yat Sham?l Ba?r al Ghaz?l,-
6706,SD/SDN,Wil?yat Sham?l D?rf?r,-
6707,SD/SDN,Wil?yat Sham?l Kurduf?n,-
6708,SD/SDN,Wil?yat Sinn?r,-
6709,SD/SDN,Wil?yat Warab,-
6710,SE/SWE,Blekinge Län,-
6711,SE/SWE,Dalarnas Län,-
6712,SE/SWE,Gävleborgs Län,-
6713,SE/SWE,Gotlands Län,-
6714,SE/SWE,Hallands Län,-
6715,SE/SWE,Jämtlands Län,-
6716,SE/SWE,Jönköpings Län,-
6717,SE/SWE,Kalmar Län,-
6718,SE/SWE,Kronobergs Län,-
6719,SE/SWE,Norrbottens Län,-
6720,SE/SWE,Örebro Län,-
6721,SE/SWE,Östergötlands Län,-
6722,SE/SWE,Skåne Län,-
6723,SE/SWE,Södermanlands Län,-
6724,SE/SWE,Stockholms Län,-
6725,SE/SWE,Uppsala Län,-
6726,SE/SWE,Värmlands Län,-
6727,SE/SWE,Västerbottens Län,-
6728,SE/SWE,Västernorrlands Län,-
6729,SE/SWE,Västmanlands Län,-
6730,SE/SWE,Västra Götalands Län,-
6731,SH/SHN,Ascension,-
6732,SH/SHN,Saint Helena,-
6733,SH/SHN,Tristan da Cunha,-
6734,SI/SVN,Bohinj,-
6735,SI/SVN,Ljubljana,-
6736,SI/SVN,Mestna Ob?ina Celje,-
6737,SI/SVN,Mestna Ob?ina Koper-Capodistria,-
6738,SI/SVN,Mestna Ob?ina Kranj,-
6739,SI/SVN,Mestna Ob?ina Maribor,-
6740,SI/SVN,Mestna Ob?ina Murska Sobota,-
6741,SI/SVN,Mestna Ob?ina Nova Gorica,-
6742,SI/SVN,Mestna Ob?ina Novo Mesto,-
6743,SI/SVN,Mestna Ob?ina Ptuj,-
6744,SI/SVN,Mestna Ob?ina Slovenj Gradec,-
6745,SI/SVN,Mestna Ob?ina Velenje,-
6746,SI/SVN,Ob?ina [historical] Cankova-Tišina,-
6747,SI/SVN,Ob?ina [historical] Destrnik-Trnovska Vas,-
6748,SI/SVN,Ob?ina [historical] Hodoš Šalovci,-
6749,SI/SVN,Ob?ina [historical] Lendava,-
6750,SI/SVN,Ob?ina [historical] Podvelka-Ribnica,-
6751,SI/SVN,Ob?ina Ajdovš?ina,-
6752,SI/SVN,Ob?ina Beltinci,-
6753,SI/SVN,Ob?ina Benedikt,-
6754,SI/SVN,Ob?ina Bistrica ob Sotli,-
6755,SI/SVN,Ob?ina Bled,-
6756,SI/SVN,Ob?ina Bloke,-
6757,SI/SVN,Ob?ina Borovnica,-
6758,SI/SVN,Ob?ina Bovec,-
6759,SI/SVN,Ob?ina Braslov?e,-
6760,SI/SVN,Ob?ina Brda,-
6761,SI/SVN,Ob?ina Brežice,-
6762,SI/SVN,Ob?ina Brezovica,-
6763,SI/SVN,Ob?ina Cankova,-
6764,SI/SVN,Ob?ina Cerklje na Gorenjskem,-
6765,SI/SVN,Ob?ina Cerknica,-
6766,SI/SVN,Ob?ina Cerkno,-
6767,SI/SVN,Ob?ina Cerkvenjak,-
6768,SI/SVN,Ob?ina ?renšovci,-
6769,SI/SVN,Ob?ina ?rna na Koroškem,-
6770,SI/SVN,Ob?ina ?rnomelj,-
6771,SI/SVN,Ob?ina Destrnik,-
6772,SI/SVN,Ob?ina Diva?a,-
6773,SI/SVN,Ob?ina Dobje,-
6774,SI/SVN,Ob?ina Dobrepolje,-
6775,SI/SVN,Ob?ina Dobrna,-
6776,SI/SVN,Ob?ina Dobrova-Horjul-Polhov Gradec,-
6777,SI/SVN,Ob?ina Dobrovnik-Dobronak,-
6778,SI/SVN,Ob?ina Dol pri Ljubljani,-
6779,SI/SVN,Ob?ina Dolenjske Toplice,-
6780,SI/SVN,Ob?ina Domžale,-
6781,SI/SVN,Ob?ina Dornava,-
6782,SI/SVN,Ob?ina Dravograd,-
6783,SI/SVN,Ob?ina Duplek,-
6784,SI/SVN,Ob?ina Gorenja Vas-Poljane,-
6785,SI/SVN,Ob?ina Gorišnica,-
6786,SI/SVN,Ob?ina Gornja Radgona,-
6787,SI/SVN,Ob?ina Gornji Grad,-
6788,SI/SVN,Ob?ina Gornji Petrovci,-
6789,SI/SVN,Ob?ina Grad,-
6790,SI/SVN,Ob?ina Grosuplje,-
6791,SI/SVN,Ob?ina Hajdina,-
6792,SI/SVN,Ob?ina Ho?e-Slivnica,-
6793,SI/SVN,Ob?ina Hodoš-Hodos,-
6794,SI/SVN,Ob?ina Horjul,-
6795,SI/SVN,Ob?ina Hrastnik,-
6796,SI/SVN,Ob?ina Hrpelje-Kozina,-
6797,SI/SVN,Ob?ina Idrija,-
6798,SI/SVN,Ob?ina Ig,-
6799,SI/SVN,Ob?ina Ilirska Bistrica,-
6800,SI/SVN,Ob?ina Ivan?na Gorica,-
6801,SI/SVN,Ob?ina Izola-Isola,-
6802,SI/SVN,Ob?ina Jesenice,-
6803,SI/SVN,Ob?ina Jezersko,-
6804,SI/SVN,Ob?ina Juršinci,-
6805,SI/SVN,Ob?ina Kamnik,-
6806,SI/SVN,Ob?ina Kanal,-
6807,SI/SVN,Ob?ina Kidri?evo,-
6808,SI/SVN,Ob?ina Kobarid,-
6809,SI/SVN,Ob?ina Kobilje,-
6810,SI/SVN,Ob?ina Ko?evje,-
6811,SI/SVN,Ob?ina Komen,-
6812,SI/SVN,Ob?ina Komenda,-
6813,SI/SVN,Ob?ina Kostel,-
6814,SI/SVN,Ob?ina Kozje,-
6815,SI/SVN,Ob?ina Kranjska Gora,-
6816,SI/SVN,Ob?ina Križevci,-
6817,SI/SVN,Ob?ina Krško,-
6818,SI/SVN,Ob?ina Kungota,-
6819,SI/SVN,Ob?ina Kuzma,-
6820,SI/SVN,Ob?ina Laško,-
6821,SI/SVN,Ob?ina Lenart,-
6822,SI/SVN,Ob?ina Lendava-Lendva,-
6823,SI/SVN,Ob?ina Litija,-
6824,SI/SVN,Ob?ina Ljubno,-
6825,SI/SVN,Ob?ina Ljutomer,-
6826,SI/SVN,Ob?ina Logatec,-
6827,SI/SVN,Ob?ina Loška Dolina,-
6828,SI/SVN,Ob?ina Loški Potok,-
6829,SI/SVN,Ob?ina Lovrenc na Pohorju,-
6830,SI/SVN,Ob?ina Lu?e,-
6831,SI/SVN,Ob?ina Lukovica,-
6832,SI/SVN,Ob?ina Majšperk,-
6833,SI/SVN,Ob?ina Markovci,-
6834,SI/SVN,Ob?ina Medvode,-
6835,SI/SVN,Ob?ina Mengeš,-
6836,SI/SVN,Ob?ina Metlika,-
6837,SI/SVN,Ob?ina Mežica,-
6838,SI/SVN,Ob?ina Miklavž na Dravskem Polju,-
6839,SI/SVN,Ob?ina Miren-Kostanjevica,-
6840,SI/SVN,Ob?ina Mirna Pe?,-
6841,SI/SVN,Ob?ina Mislinja,-
6842,SI/SVN,Ob?ina Morav?e,-
6843,SI/SVN,Ob?ina MoravskeToplice,-
6844,SI/SVN,Ob?ina Mozirje,-
6845,SI/SVN,Ob?ina Muta,-
6846,SI/SVN,Ob?ina Naklo,-
6847,SI/SVN,Ob?ina Nazarje,-
6848,SI/SVN,Ob?ina Odranci,-
6849,SI/SVN,Ob?ina Oplotnica,-
6850,SI/SVN,Ob?ina Ormož,-
6851,SI/SVN,Ob?ina Osilnica,-
6852,SI/SVN,Ob?ina Pesnica,-
6853,SI/SVN,Ob?ina Piran-Pirano,-
6854,SI/SVN,Ob?ina Pivka,-
6855,SI/SVN,Ob?ina Pod?etrtek,-
6856,SI/SVN,Ob?ina Podlehnik,-
6857,SI/SVN,Ob?ina Podvelka,-
6858,SI/SVN,Ob?ina Polzela,-
6859,SI/SVN,Ob?ina Postojna,-
6860,SI/SVN,Ob?ina Prebold,-
6861,SI/SVN,Ob?ina Preddvor,-
6862,SI/SVN,Ob?ina Prevalje,-
6863,SI/SVN,Ob?ina Puconci,-
6864,SI/SVN,Ob?ina Ra?e-Fram,-
6865,SI/SVN,Ob?ina Rade?e,-
6866,SI/SVN,Ob?ina Radenci,-
6867,SI/SVN,Ob?ina Radlje ob Dravi,-
6868,SI/SVN,Ob?ina Radovljica,-
6869,SI/SVN,Ob?ina Ravne na Koroškem,-
6870,SI/SVN,Ob?ina Razkrižje,-
6871,SI/SVN,Ob?ina Ribnica,-
6872,SI/SVN,Ob?ina Ribnica na Pohorju,-
6873,SI/SVN,Ob?ina Rogaška Slatina,-
6874,SI/SVN,Ob?ina Rogašovci,-
6875,SI/SVN,Ob?ina Rogatec,-
6876,SI/SVN,Ob?ina Ruše,-
6877,SI/SVN,Ob?ina Šalovci,-
6878,SI/SVN,Ob?ina Selnica ob Dravi,-
6879,SI/SVN,Ob?ina Semi?,-
6880,SI/SVN,Ob?ina Šempeter-Vrtojba,-
6881,SI/SVN,Ob?ina Šen?ur,-
6882,SI/SVN,Ob?ina Šentilj,-
6883,SI/SVN,Ob?ina Šentjernej,-
6884,SI/SVN,Ob?ina Šentjur pri Celju,-
6885,SI/SVN,Ob?ina Sevnica,-
6886,SI/SVN,Ob?ina Sežana,-
6887,SI/SVN,Ob?ina Škocjan,-
6888,SI/SVN,Ob?ina Škofja Loka,-
6889,SI/SVN,Ob?ina Škofljica,-
6890,SI/SVN,Ob?ina Slovenska Bistrica,-
6891,SI/SVN,Ob?ina Slovenske Konjice,-
6892,SI/SVN,Ob?ina Šmarje pri Jelšah,-
6893,SI/SVN,Ob?ina Šmartno ob Paki,-
6894,SI/SVN,Ob?ina Šmartno pri Litiji,-
6895,SI/SVN,Ob?ina Sodražica,-
6896,SI/SVN,Ob?ina Sol?ava,-
6897,SI/SVN,Ob?ina Šoštanj,-
6898,SI/SVN,Ob?ina Starše,-
6899,SI/SVN,Ob?ina Štore,-
6900,SI/SVN,Ob?ina Sveta Ana,-
6901,SI/SVN,Ob?ina Sveti Andraž v Slovenskih Goricah,-
6902,SI/SVN,Ob?ina Sveti Jurij,-
6903,SI/SVN,Ob?ina Tabor,-
6904,SI/SVN,Ob?ina Tišina,-
6905,SI/SVN,Ob?ina Tolmin,-
6906,SI/SVN,Ob?ina Trbovlje,-
6907,SI/SVN,Ob?ina Trebnje,-
6908,SI/SVN,Ob?ina Trnovska Vas,-
6909,SI/SVN,Ob?ina Trži?,-
6910,SI/SVN,Ob?ina Trzin,-
6911,SI/SVN,Ob?ina Turniš?e,-
6912,SI/SVN,Ob?ina Velika Polana,-
6913,SI/SVN,Ob?ina Velike Laš?e,-
6914,SI/SVN,Ob?ina Veržej,-
6915,SI/SVN,Ob?ina Videm,-
6916,SI/SVN,Ob?ina Vipava,-
6917,SI/SVN,Ob?ina Vitanje,-
6918,SI/SVN,Ob?ina Vodice,-
6919,SI/SVN,Ob?ina Vojnik,-
6920,SI/SVN,Ob?ina Vransko,-
6921,SI/SVN,Ob?ina Vrhnika,-
6922,SI/SVN,Ob?ina Vuzenica,-
6923,SI/SVN,Ob?ina Zagorje ob Savi,-
6924,SI/SVN,Ob?ina Žalec,-
6925,SI/SVN,Ob?ina Zavr?,-
6926,SI/SVN,Ob?ina Železniki,-
6927,SI/SVN,Ob?ina Žetale,-
6928,SI/SVN,Ob?ina Žiri,-
6929,SI/SVN,Ob?ina Žirovnica,-
6930,SI/SVN,Ob?ina Zre?e,-
6931,SI/SVN,Ob?ina Žužemberk,-
6932,SK/SVK,Banskobystrický Kraj,-
6933,SK/SVK,Bratislavský Kraj,-
6934,SK/SVK,Košický Kraj,-
6935,SK/SVK,Nitriansky Kraj,-
6936,SK/SVK,Prešovský Kraj,-
6937,SK/SVK,Tren?iansky Kraj,-
6938,SK/SVK,Trnavský Kraj,-
6939,SK/SVK,Žilinský Kraj,-
6940,SL/SLE,Eastern Province,-
6941,SL/SLE,Northern Province,-
6942,SL/SLE,Southern Province,-
6943,SL/SLE,Western Area,-
6944,SM/SMR,Castello di Acquaviva,-
6945,SM/SMR,Castello di Borgo Maggiore,-
6946,SM/SMR,Castello di Domagnano,-
6947,SM/SMR,Castello di Faetano,-
6948,SM/SMR,Castello di Fiorentino,-
6949,SM/SMR,Castello di Montegiardino,-
6950,SM/SMR,Castello di San Marino Città,-
6951,SM/SMR,Castello di Serravalle,-
6952,SM/SMR,Chiesanuova,-
6953,SN/SEN,Kolda Region,-
6954,SN/SEN,Région de Dakar,-
6955,SN/SEN,Région de Diourbel,-
6956,SN/SEN,Région de Fatick,-
6957,SN/SEN,Région de Kaolack,-
6958,SN/SEN,Région de Louga,-
6959,SN/SEN,Région de Matam,-
6960,SN/SEN,Région de Saint-Louis,-
6961,SN/SEN,Région de Tambacounda,-
6962,SN/SEN,Région de Thiès,-
6963,SN/SEN,Région de Ziguinchor,-
6964,SO/SOM,Gobolka Awdal,-
6965,SO/SOM,Gobolka Bakool,-
6966,SO/SOM,Gobolka Banaadir,-
6967,SO/SOM,Gobolka Bari,-
6968,SO/SOM,Gobolka Bay,-
6969,SO/SOM,Gobolka Galguduud,-
6970,SO/SOM,Gobolka Gedo,-
6971,SO/SOM,Gobolka Hiiraan,-
